1	CACM-1938	0.24284285661
1	CACM-2319	0.230932347805
1	CACM-1657	0.227669418393
1	CACM-2371	0.19772801487
1	CACM-2629	0.189344425654
1	CACM-2379	0.187557489602
1	CACM-1523	0.169203858849
1	CACM-1591	0.166266158806
1	CACM-2218	0.161930321159
1	CACM-0971	0.160512256921
1	CACM-1071	0.158758024693
1	CACM-1033	0.15765453168
1	CACM-1519	0.152165205703
1	CACM-1749	0.151705684018
1	CACM-1605	0.150363274986
1	CACM-1844	0.149560761017
1	CACM-1827	0.148141973314
1	CACM-1410	0.147294334067
1	CACM-1752	0.144535482689
1	CACM-1680	0.14127307204
1	CACM-2357	0.140132245824
1	CACM-1572	0.136555292415
1	CACM-0195	0.136234993222
1	CACM-2380	0.135791361029
1	CACM-2796	0.134277281941
1	CACM-1908	0.129734693514
1	CACM-2948	0.129066905805
1	CACM-2542	0.128894557513
1	CACM-1544	0.12790156044
1	CACM-1719	0.127236608301
1	CACM-2378	0.12537061272
1	CACM-2685	0.125078736311
1	CACM-2740	0.125000441629
1	CACM-2541	0.124906871281
1	CACM-3068	0.124725780142
1	CACM-2151	0.122831951517
1	CACM-3048	0.122534524678
1	CACM-3127	0.121588774239
1	CACM-2344	0.117432317205
1	CACM-1304	0.116825816909
1	CACM-2219	0.116211886943
1	CACM-2632	0.115470182081
1	CACM-1264	0.114914187751
1	CACM-2439	0.1146913249
1	CACM-1698	0.1144354847
1	CACM-2560	0.113757762512
1	CACM-0098	0.112788713379
1	CACM-2951	0.112328754477
1	CACM-2597	0.110937725288
1	CACM-1069	0.110920329059
1	CACM-1173	0.110344899405
1	CACM-2317	0.109636560484
1	CACM-1571	0.109246898983
1	CACM-1750	0.108605866722
1	CACM-2054	0.108561372498
1	CACM-2917	0.108165571404
1	CACM-1168	0.107478760638
1	CACM-2535	0.106862762866
1	CACM-1393	0.1067933044
1	CACM-1960	0.106450023089
1	CACM-2984	0.105080917441
1	CACM-1506	0.104957966609
1	CACM-2920	0.104897783539
1	CACM-2424	0.104750318622
1	CACM-1236	0.104641808406
1	CACM-1161	0.104217321074
1	CACM-2188	0.104157797329
1	CACM-2036	0.103920675383
1	CACM-1626	0.103510799164
1	CACM-0252	0.103303022366
1	CACM-1464	0.102341606456
1	CACM-1885	0.101528838724
1	CACM-2868	0.101051115883
